park,year,latitude,longitude,water,wetland,shrub,dshrub,dec,mixed,spruce,baresnow,elev_m,AMPI,AMRO,ATSP,DEJU,FOSP,GCSP,HETH,OCWA,ROPT,SAVS,WCSP,WIPT,WISN,WIWA,YRWA
LACL,2004,60.03061468,-154.5848232,0.0,0.0,0.336507937,0.0,0.025396825,0.111111111,0.526984127,0.0,336.1944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.03065156,-154.5199472,0.0,0.0,0.461783439,0.066878981,0.108280255,0.187898089,0.175159236,0.0,470.58072,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.03506899,-154.5807189,0.0,0.0,0.878594249,0.0,0.0,0.083067093,0.038338658,0.0,341.9535158,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
LACL,2004,60.03675442,-154.5723316,0.0,0.0,0.946031746,0.053968254,0.0,0.0,0.0,0.0,363.5782737,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0
LACL,2004,60.03840641,-154.556723,0.0,0.0,0.853968254,0.146031746,0.0,0.0,0.0,0.0,449.0865143,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
LACL,2004,60.04685889,-154.5442525,0.0,0.0,0.826923077,0.173076923,0.0,0.0,0.0,0.0,585.0466667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.05243436,-154.461549,0.0,0.0,0.659235669,0.340764331,0.0,0.0,0.0,0.0,429.6236211,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.05498816,-154.4692425,0.0,0.0,0.935483871,0.064516129,0.0,0.0,0.0,0.0,430.5662857,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.05826163,-154.4802668,0.0,0.0,0.940063091,0.059936909,0.0,0.0,0.0,0.0,468.8465684,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0
LACL,2004,60.11501793,-154.3911908,0.0,0.0,0.304761905,0.0,0.13015873,0.057142857,0.507936508,0.0,501.2034947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.11843825,-154.384489,0.0,0.0,0.753205128,0.0,0.16025641,0.0,0.086538462,0.0,434.0932571,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
LACL,2004,60.11906354,-154.4174042,0.0,0.0,0.442675159,0.006369427,0.0,0.095541401,0.455414013,0.0,440.1151579,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.12096849,-154.3769733,0.0,0.0,0.747603834,0.214057508,0.0,0.0,0.038338658,0.0,544.5034286,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.12323094,-154.3690902,0.0,0.0,0.509493671,0.462025316,0.0,0.0,0.028481013,0.0,626.5404632,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
LACL,2004,60.12459811,-154.3604026,0.0,0.0,0.398734177,0.601265823,0.0,0.0,0.0,0.0,699.02832,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.1271193,-154.3528908,0.0,0.0,0.182108626,0.437699681,0.0,0.047923323,0.063897764,0.268370607,753.3372632,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.14089999,-153.6238512,0.00955414,0.0,0.579617834,0.318471338,0.0,0.0,0.025477707,0.066878981,582.8211429,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
LACL,2004,60.14391311,-153.632784,0.0,0.0,0.779552716,0.204472843,0.0,0.0,0.0,0.015974441,590.4136421,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.14450387,-153.6065992,0.0,0.0,0.028846154,0.134615385,0.0,0.0,0.0,0.836538462,719.16036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.14538967,-153.6155548,0.0,0.0,0.507886435,0.195583596,0.0,0.0,0.0,0.296529968,649.94028,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
LACL,2004,60.1460526,-153.6247274,0.0,0.0,0.775316456,0.129746835,0.0,0.0,0.0,0.094936709,646.7053895,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
LACL,2004,60.14637589,-153.5981037,0.0,0.0,0.0,0.719242902,0.0,0.0,0.0,0.280757098,833.3994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.1503474,-153.6026213,0.0,0.0,0.0,0.428115016,0.0,0.0,0.0,0.571884984,887.5945333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.15261931,-153.6105499,0.0,0.0,0.0,0.596214511,0.0,0.0,0.0,0.403785489,909.91944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.15609395,-153.6166979,0.0,0.0,0.0,0.533762058,0.0,0.0,0.0,0.466237942,903.4753263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.15935887,-153.6283719,0.028571429,0.0,0.0,0.438095238,0.0,0.0,0.0,0.533333334,857.15856,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.16055563,-153.6195232,0.0,0.0,0.0,0.126984127,0.0,0.0,0.0,0.873015873,922.3889684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.16683544,-154.3815598,0.0,0.0,0.332278481,0.0,0.0,0.056962025,0.610759494,0.0,170.4594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.17141288,-154.3819099,0.337620579,0.0,0.083601286,0.0,0.0,0.0,0.578778135,0.0,96.99897143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.17211453,-154.3475698,0.0,0.0,0.0,0.0,0.205047319,0.331230284,0.463722397,0.0,187.43676,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
LACL,2004,60.17216465,-154.3747648,0.0,0.0,0.006430868,0.0,0.019292605,0.122186495,0.852090032,0.0,124.4225684,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.17747509,-154.3489674,0.0,0.0,0.03514377,0.0,0.134185304,0.277955272,0.552715655,0.0,152.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.26581289,-153.8896197,0.083067093,0.0,0.057507987,0.009584665,0.076677316,0.121405751,0.552715655,0.099041534,100.4235789,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.265889,-153.8702551,0.0,0.0,0.034920635,0.0,0.019047619,0.082539683,0.863492063,0.0,133.1540571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.26731158,-153.8790002,0.0,0.0,0.064516129,0.0,0.132258065,0.151612903,0.651612903,0.0,123.2154,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
LACL,2004,60.2682962,-153.89727,0.0,0.0,0.015974441,0.0,0.293929712,0.063897764,0.626198083,0.0,111.4124211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.27107455,-153.9046858,0.0,0.0,0.0,0.0,0.092948718,0.134615385,0.772435897,0.0,122.54484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.27140144,-153.8889744,0.0,0.0,0.105769231,0.016025641,0.477564103,0.198717949,0.201923077,0.0,206.3496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.27195498,-153.8796011,0.0,0.0,0.234177215,0.003164557,0.462025316,0.275316456,0.025316456,0.0,205.93812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.27328813,-153.9127324,0.0,0.0,0.006329114,0.0,0.186708861,0.341772152,0.465189873,0.0,132.2832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.27386866,-153.9219224,0.015873016,0.0,0.041269841,0.0,0.073015873,0.053968254,0.79047619,0.025396825,108.0435789,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.27421458,-153.8960421,0.0,0.0,0.063897764,0.0,0.290734824,0.437699681,0.207667732,0.0,202.25385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.27619489,-153.9306845,0.0,0.0,0.0,0.0,0.03525641,0.112179487,0.852564103,0.0,133.22808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.28090166,-153.9353453,0.0,0.0,0.034700315,0.0,0.0,0.085173502,0.880126183,0.0,141.3951158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACL,2004,60.28241954,-153.9439184,0.0,0.0,0.0,0.0,0.080128205,0.108974359,0.807692308,0.003205128,116.1127579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.28395317,-153.927157,0.0,0.0,0.092651757,0.0,0.003194888,0.313099042,0.591054313,0.0,203.8773333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.28980358,-153.9296421,0.025316456,0.0,0.0,0.0,0.148734177,0.515822785,0.310126582,0.0,232.0205333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.29431857,-153.9286449,0.0,0.0,0.253968254,0.0,0.466666667,0.244444444,0.034920635,0.0,284.9398737,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
LACL,2004,60.29826595,-153.9328738,0.0,0.0,0.406349206,0.0,0.384126984,0.149206349,0.06031746,0.0,355.15296,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
LACL,2004,60.30276124,-153.9327224,0.0,0.0,0.440514469,0.0,0.430868167,0.080385852,0.048231511,0.0,406.25268,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
LACL,2004,60.30535469,-153.9253433,0.0,0.0,0.571884984,0.0,0.236421725,0.060702875,0.130990415,0.0,520.446,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
LACL,2004,60.33438507,-154.1448264,0.034810127,0.0,0.0,0.0,0.047468354,0.091772152,0.825949367,0.0,99.5934,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.33837033,-154.1499732,0.0,0.0,0.0,0.0,0.025723473,0.07073955,0.903536977,0.0,117.0770667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.34001771,-154.1587727,0.0,0.0,0.0,0.0,0.428115016,0.21086262,0.361022364,0.0,150.3786947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.34354323,-154.1646957,0.0,0.0,0.0,0.0,0.166666667,0.185897436,0.647435897,0.0,156.6817143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.34795387,-154.1671738,0.0,0.0,0.0,0.0,0.664556962,0.132911392,0.202531646,0.0,176.9726857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.3517937,-154.1721581,0.0,0.0,0.0,0.0,0.687697161,0.233438486,0.078864353,0.0,228.9048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.3557337,-154.1772927,0.0,0.0,0.0,0.0,0.07028754,0.252396166,0.677316294,0.0,249.8076632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.36029086,-154.1773729,0.0,0.0,0.0,0.0,0.003205128,0.150641026,0.846153846,0.0,238.0006737,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.36479504,-154.1793671,0.0,0.0,0.0,0.0,0.154574132,0.539432177,0.305993691,0.0,240.8401263,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
LACL,2004,60.36927944,-154.1807747,0.0,0.0,0.025396825,0.0,0.041269841,0.457142857,0.476190476,0.0,261.4702737,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.37334885,-154.1766071,0.0,0.0,0.0,0.0,0.376582278,0.496835443,0.126582278,0.0,282.5175158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.37423541,-154.1676771,0.015974441,0.0,0.102236422,0.0,0.265175719,0.47284345,0.143769968,0.0,318.0026526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.37451394,-154.1492102,0.0,0.0,0.449367089,0.0,0.098101266,0.294303797,0.158227848,0.0,521.2757333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
LACL,2004,60.37558473,-154.0970228,0.0,0.0,0.028391167,0.470031546,0.0,0.0,0.097791798,0.403785489,978.6486316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.37621857,-154.1391557,0.0,0.0,0.463258786,0.019169329,0.198083067,0.28115016,0.038338658,0.0,616.2574737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.37845419,-154.1153236,0.0,0.0,0.479365079,0.184126984,0.031746032,0.095238095,0.206349206,0.003174603,763.4117053,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.37902516,-154.1319204,0.0,0.0,0.528481013,0.180379747,0.10443038,0.113924051,0.07278481,0.0,651.8946286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.38048252,-152.608039,0.0,0.0,0.439873418,0.202531646,0.0,0.0,0.063291139,0.294303797,703.75272,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LACL,2004,60.38110362,-154.1229738,0.0,0.0,0.5,0.124203822,0.184713376,0.108280255,0.082802548,0.0,711.4032,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.38717841,-152.5967949,0.0,0.0,0.785488959,0.044164038,0.0,0.0,0.14511041,0.025236593,570.6978947,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
LACL,2004,60.3928952,-153.3616123,0.0,0.0,0.0,0.567307692,0.0,0.0,0.0,0.41025641,860.9753333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.39352887,-153.3706847,0.0,0.0,0.025396825,0.26984127,0.0,0.0,0.0,0.704761905,811.4898947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.39474651,-152.6589664,0.0,0.0,0.569620253,0.405063291,0.0,0.0,0.0,0.025316456,730.17888,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LACL,2004,60.39612701,-152.6502971,0.0,0.0,0.958199357,0.009646302,0.0,0.0,0.0,0.032154341,609.7122947,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
LACL,2004,60.39765897,-152.6417136,0.029032258,0.0,0.970967742,0.0,0.0,0.0,0.0,0.0,471.32748,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
LACL,2004,60.39993231,-152.6339697,0.037974684,0.0,0.949367089,0.0,0.0,0.0,0.012658228,0.0,427.6344,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.40135958,-152.5592086,0.0,0.0,0.996784566,0.0,0.0,0.0,0.003215434,0.0,285.2928,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
LACL,2004,60.40346051,-152.566954,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,318.5480842,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
LACL,2004,60.40354634,-152.5513659,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,266.4433263,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
LACL,2004,60.40573619,-152.5433619,0.0,0.0,0.996815287,0.0,0.0,0.0,0.003184713,0.0,217.1337143,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
LACL,2004,60.4070177,-152.5775925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,349.9745684,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
LACL,2004,60.4078781,-152.5686348,0.0,0.0,0.993650794,0.0,0.0,0.0,0.006349206,0.0,365.76,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.40869442,-152.5597156,0.0,0.0,0.952531646,0.0,0.0,0.0,0.047468354,0.0,379.88748,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.40942901,-152.535417,0.058064516,0.032258065,0.609677419,0.0,0.0,0.0,0.096774194,0.203225806,157.8573714,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
LACL,2004,60.40966353,-152.5509318,0.0,0.0,0.971608833,0.0,0.0,0.0,0.025236593,0.003154574,259.7658,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
LACL,2004,60.41052268,-152.5416237,0.053968254,0.034920635,0.631746032,0.0,0.0,0.0,0.082539683,0.196825397,174.6183158,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
LACL,2004,60.41209772,-153.366287,0.0,0.0,0.575562701,0.0,0.038585209,0.025723473,0.01607717,0.344051447,440.1602286,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.41318972,-152.5489531,0.044444444,0.0,0.650793651,0.0,0.0,0.0,0.076190476,0.228571429,176.9765053,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
LACL,2004,60.41605457,-153.3614789,0.0,0.0,0.626198083,0.019169329,0.038338658,0.019169329,0.019169329,0.277955272,418.1214316,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.42019975,-153.3650777,0.0,0.0,0.958990536,0.009463722,0.0,0.0,0.0,0.031545741,401.9670316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.42430596,-153.3683132,0.0,0.0,0.942675159,0.025477707,0.0,0.0,0.0,0.031847134,419.5499429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.428037,-153.3732779,0.0,0.0,0.883647799,0.031446541,0.0,0.022012579,0.01572327,0.047169811,398.8670857,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
LACL,2004,60.43201203,-153.3776887,0.0,0.0,0.96474359,0.0,0.016025641,0.019230769,0.0,0.0,389.2441143,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
LACL,2004,60.45392501,-153.7898407,0.272435897,0.0,0.019230769,0.0,0.092948718,0.080128205,0.298076923,0.237179487,101.727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.45559552,-153.9435647,0.0,0.0,0.468152866,0.531847134,0.0,0.0,0.0,0.0,602.0816,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
LACL,2004,60.45704694,-153.9346339,0.0,0.0,0.406349206,0.501587302,0.0,0.003174603,0.088888889,0.0,614.46156,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0
LACL,2004,60.45820355,-153.9256655,0.0,0.0,0.52866242,0.194267516,0.0,0.025477707,0.238853503,0.012738854,622.9309895,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
LACL,2004,60.45821713,-153.7912295,0.223974763,0.0,0.0,0.009463722,0.192429022,0.110410095,0.116719243,0.347003155,102.59568,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.45939353,-153.4397023,0.0,0.0,0.607028754,0.21086262,0.003194888,0.0,0.015974441,0.162939297,840.53172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.46074646,-153.9178091,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0
LACL,2004,60.46159093,-153.9087418,0.0,0.0,0.353503185,0.630573248,0.0,0.0,0.0,0.015923567,650.5073684,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
LACL,2004,60.46229493,-153.8996672,0.0,0.0,0.248407643,0.675159236,0.0,0.0,0.0,0.076433121,651.06804,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0
LACL,2004,60.46255133,-153.4461865,0.015974441,0.0,0.686900958,0.146964856,0.0,0.0,0.022364217,0.127795527,773.5824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.46272618,-153.7923245,0.206349206,0.0,0.0,0.0,0.206349206,0.092063492,0.06984127,0.425396825,102.09276,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
LACL,2004,60.46335549,-153.8895479,0.0,0.0,0.227564103,0.676282051,0.0,0.0,0.0,0.096153846,670.8648,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0
LACL,2004,60.46435696,-153.8785599,0.0,0.0,0.233226837,0.763578275,0.0,0.0,0.0,0.003194888,682.4181714,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
LACL,2004,60.46687111,-153.7887977,0.143769968,0.0,0.057507987,0.0,0.115015974,0.079872204,0.239616613,0.364217252,104.9528,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,60.46951502,-153.7811656,0.018987342,0.025316456,0.060126582,0.0,0.088607595,0.003164557,0.319620253,0.484177215,99.88731429,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
LACL,2004,60.4724004,-153.7741002,0.329073482,0.0,0.0,0.0,0.051118211,0.019169329,0.348242812,0.252396166,103.69296,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
LACL,2004,60.48479774,-153.781357,0.0,0.0,0.098101266,0.0,0.57278481,0.21835443,0.110759494,0.0,229.52964,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LACL,2004,60.48514257,-153.7901112,0.0,0.0,0.624203822,0.076433121,0.251592357,0.047770701,0.0,0.0,464.1596,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
LACL,2004,60.48839064,-153.8013717,0.041139241,0.0,0.851265823,0.003164557,0.0,0.041139241,0.063291139,0.0,472.9212632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.49228907,-153.7962931,0.0,0.0,0.977707006,0.0,0.0,0.022292994,0.0,0.0,508.7692571,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
LACL,2004,60.49718225,-153.8414622,0.047318612,0.0,0.611987382,0.0,0.003154574,0.167192429,0.170347003,0.0,480.19716,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
LACL,2004,60.50169541,-153.8422749,0.0,0.0,0.984025559,0.0,0.0,0.015974441,0.0,0.0,464.7879158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.5021337,-153.9465077,0.044303797,0.0,0.044303797,0.0,0.0,0.0,0.797468354,0.113924051,421.2977684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.50378015,-153.9377054,0.0,0.0,0.06031746,0.0,0.0,0.0,0.93968254,0.0,428.0354526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,60.50422758,-153.955791,0.019230769,0.0,0.176282051,0.0,0.0,0.0,0.602564103,0.201923077,415.6669895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACL,2004,60.50617008,-153.8415887,0.0,0.0,0.798722045,0.124600639,0.03514377,0.041533546,0.0,0.0,535.0086667,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
LACL,2004,60.50619733,-153.9296191,0.0,0.012658228,0.132911392,0.0,0.0,0.009493671,0.844936709,0.0,444.27648,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.50786667,-153.9208042,0.0,0.0,0.018987342,0.0,0.0,0.0,0.981012658,0.0,451.612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,60.50821854,-153.9117165,0.060897436,0.0,0.394230769,0.0,0.0,0.0,0.365384615,0.179487179,450.7671158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
